Name	Note	Gender	Adjective	Clan	Wing	Blood Potency	Humanity	Current Age	Sexual Orientation	Striking Looks	Vice	Virtue	Area of Influence	Bloodline	Gender	Title	Siring Year	Secrets	Flaws	Arrival	Sire	Status	Location	Derangements	Apparent Age	Childer	Status (Clan)	Status (Covenant)	Status (City)	Favors	Player	
Placeholder		Female	Womanly	Nosferatu	Legio Mortuum	1	4	75	Straight	Normal	Lust	Fortitude	Soldier Training		Female									No derangement	39							
Placeholder		Male	Vulgar	Nosferatu	Senex	5	6	100	Straight	Normal	Gluttony	Fortitude	Blood		Male									No derangement	57							
Placeholder		Male	Bold	Gangrel	Peregrine Collegia	3	3	100	Bisexual	Normal	Lust	Hope	Cult Of Augurs		Male									No derangement	44							
Placeholder		Male	Thirsty	Mekhet	Senex	2	4	75	Straight	Normal	Wrath	Temperance	Artists		Male									No derangement	22							
Placeholder		Female	Impolite	Daeva	Peregrine Collegia	3	3	150	Straight	Normal	Pride	Prudence	Nosferatu		Female									No derangement	38							
Placeholder		Female	Ruddy	Julii	Senex	3	5	150	Straight	Striking Looks 2	Pride	Charity	Investigation		Female									No derangement	50							
Placeholder		Male	Automatic	Julii	Senex	1	3	75	Straight	Normal	Pride	Prudence	Artists		Male									No derangement	28							
Placeholder		Female	Earsplitting	Daeva	Cult of Augurs	1	3	75	Straight	Striking Looks 2	Gluttony	Hope	Camarilla		Female									No derangement	33							
Placeholder		Female	Ill	Nosferatu	Legio Mortuum	1	5	250	Gay	Normal	Pride	Charity	Property		Female									No derangement	59							
Placeholder		Male	Meek	Nosferatu	Legio Mortuum	3	3	50	Straight	Normal	Lust	Charity	Warfare Training		Male									No derangement	30							
Placeholder		Female	Quirky	Julii	Cult of Augurs	1	4	75	Straight	Normal	Greed	Prudence	Tax Collectors		Female									No derangement	48							
Placeholder		Female	Little	Nosferatu	Peregrine Collegia	2	1	50	Straight	Normal	Envy	Charity	Curios		Female									Fixation	28							
Placeholder		Male	Kaput	Gangrel	Legio Mortuum	1	6	75	Straight	Normal	Greed	Charity	Information		Male									No derangement	22							
Placeholder		Male	Angry	Ventrue	Cult of Augurs	4	5	100	Straight	Normal	Lust	Charity	Senex		Male									No derangement	29							
Placeholder		Female	Paltry	Gangrel	Peregrine Collegia	3	3	75	Bisexual	Normal	Sloth	Temperance	Warfare Training		Female									No derangement	56							
Placeholder		Male	Icy	Gangrel	Peregrine Collegia	3	4	75	Straight	Normal	Gluttony	Faith	Property		Male									Fixation	19							
Placeholder		Female	Racial	Ventrue	Peregrine Collegia	2	4	75	Gay	Normal	Gluttony	Justice	Artists		Female									No derangement	19							
Placeholder		Female	Amorous	Julii	Cult of Augurs	2	4	100	Straight	Normal	Sloth	Prudence	Ghouls		Female									Avoidance	24							
Placeholder		Male	Recondite	Nosferatu	Peregrine Collegia	2	2	75	Bisexual	Normal	Lust	Prudence	Human Religions		Male									No derangement	32							
Placeholder		Male	Tested	Gangrel	Peregrine Collegia	3	6	75	Straight	Normal	Pride	Justice	Mercenary Work		Male									No derangement	39							
Placeholder		Male	Four	Julii	Cult of Augurs	2	5	100	Straight	Normal	Envy	Justice	Soldier Training		Male									No derangement	27							
Placeholder		Male	Visionary	Nosferatu	Peregrine Collegia	2	2	75	Bisexual	Normal	Envy	Hope	Frontline Soldier		Male									No derangement	38							
Placeholder		Male	Lavish	Mekhet	Senex	1	4	50	Straight	Normal	Envy	Hope	Camarilla		Male									No derangement	48							
Placeholder		Male	Accessible	Julii	Legio Mortuum	2	3	150	Straight	Normal	Greed	Fortitude	Neonates		Male									No derangement	43							
Placeholder		Female	Sordid	Daeva	Cult of Augurs	1	3	50	Straight	Striking Looks 2	Greed	Prudence	Legio Mortuum		Female									Fixation	41							
Placeholder		Male	Steadfast	Ventrue	Senex	3	4	75	Gay	Striking Looks 2	Gluttony	Hope	Legio Mortuum		Male									No derangement	31							
Placeholder		Female	Early	Daeva	Cult of Augurs	1	3	350	Straight	Striking Looks 2	Envy	Prudence	Tax Collectors		Female									No derangement	37							
Placeholder		Female	Adorable	Ventrue	Peregrine Collegia	1	4	50	Straight	Normal	Lust	Charity	Nosferatu		Female									No derangement	34							
Placeholder		Female	Kind	Daeva	Cult of Augurs	2	4	50	Straight	Normal	Pride	Faith	Patricians		Female									No derangement	25							
Placeholder		Male	Murky	Ventrue	Cult of Augurs	1	2	75	Gay	Normal	Sloth	Hope	Kine		Male									No derangement	20							
Placeholder		Male	Even-tempered	Daeva	Legio Mortuum	2	3	75	Straight	Normal	Envy	Charity	Honorius		Male									Hysteria	28							
Placeholder		Female	Two	Daeva	Legio Mortuum	3	4	75	Straight	Normal	Greed	Justice	Peregrine Collegia		Female									Depression	28							
Placeholder		Female	Damp	Julii	Senex	2	4	100	Straight	Striking Looks 4	Wrath	Faith	Exotic Imports And Slaves		Female									No derangement	31							
Placeholder		Female	Nutty	Daeva	Legio Mortuum	1	4	50	Gay	Striking Looks 2	Greed	Hope	Legio Mortuum		Female									Obsessive Compulsion	25							
Placeholder		Female	Nice	Julii	Senex	3	3	100	Straight	Normal	Gluttony	Faith	Neonates		Female									No derangement	37							
Placeholder		Female	Vagabond	Ventrue	Cult of Augurs	2	4	75	Straight	Normal	Wrath	Temperance	Political And Financial Broker		Female									Obsessive Compulsion	19							
Placeholder		Male	Parallel	Nosferatu	Cult of Augurs	3	4	75	Straight	Normal	Gluttony	Charity	Investigation		Male									Suspicion	31							
Placeholder		Male	Ruddy	Mekhet	Senex	2	4	100	Straight	Normal	Greed	Prudence	Money		Male									Phobia	30							
Placeholder		Male	Dull	Ventrue	Senex	2	4	350	Bisexual	Striking Looks 2	Gluttony	Faith	Construction		Male									No derangement	41							
Placeholder		Female	Doubtful	Gangrel	Cult of Augurs	3	6	75	Straight	Normal	Greed	Faith	Honorius		Female									No derangement	40							
Placeholder		Male	Brainy	Ventrue	Cult of Augurs	5	6	100	Straight	Normal	Envy	Faith	Blood		Male									Avoidance	35							
Placeholder		Male	Steady	Nosferatu	Peregrine Collegia	3	5	250	Straight	Normal	Pride	Fortitude	Nosferatu		Male									No derangement	26							
Placeholder		Male	Bright	Mekhet	Senex	2	4	250	Straight	Striking Looks 4	Greed	Hope	Human Religions		Male									No derangement	71							
Placeholder		Female	Materialistic	Julii	Cult of Augurs	4	3	50	Gay	Normal	Pride	Charity	Peregrine Collegia		Female									Melancholia	60							
Placeholder		Female	Personable	Mekhet	Senex	1	4	50	Bisexual	Normal	Gluttony	Hope	Mercenary Work		Female									No derangement	68							
Placeholder		Female	Dispensable	Nosferatu	Senex	5	3	250	Straight	Striking Looks 4	Lust	Justice	Camarilla		Female									Irrationality	31							
Placeholder		Male	Picayune	Ventrue	Legio Mortuum	3	4	100	Bisexual	Striking Looks 2	Gluttony	Faith	Entertainment		Male									Narcissism	53							
Placeholder		Female	Mellow	Julii	Senex	4	4	250	Straight	Normal	Sloth	Hope	Honorius		Female									No derangement	46							
Placeholder		Female	Painful	Nosferatu	Senex	1	4	75	Bisexual	Normal	Envy	Hope	Peregrine Collegia		Female									No derangement	49							
Placeholder		Male	Berserk	Gangrel	Senex	6	5	100	Straight	Normal	Lust	Prudence	Political And Financial Broker		Male									No derangement	61							
Placeholder		Male	Dear	Mekhet	Peregrine Collegia	2	2	100	Straight	Normal	Lust	Hope	Lore		Male									No derangement	33							
Placeholder		Male	Spiffy	Daeva	Cult of Augurs	4	5	75	Straight	Striking Looks 4	Lust	Fortitude	Kine		Male									No derangement	47							
Placeholder		Female	Mysterious	Nosferatu	Legio Mortuum	2	4	75	Straight	Normal	Sloth	Faith	Information		Female									Narcissism	40							
Placeholder		Female	P	Ventrue	Senex	4	4	75	Straight	Normal	Lust	Hope	Ghouls		Female									No derangement	34							
Placeholder		Female	Unsuitable	Daeva	Peregrine Collegia	2	3	150	Straight	Striking Looks 2	Pride	Charity	Entertainment		Female									No derangement	62							
Placeholder		Male	Light	Gangrel	Senex	1	4	75	Straight	Normal	Wrath	Prudence	Cult Of Augurs		Male									Fixation	59							
Placeholder		Male	Philosophical	Mekhet	Legio Mortuum	1	4	75	Straight	Normal	Pride	Temperance	Tax Collectors		Male									No derangement	28							
Placeholder		Male	Venomous	Mekhet	Cult of Augurs	4	3	75	Straight	Normal	Envy	Charity	Tax Collectors		Male									No derangement	33							
Placeholder		Male	Combative	Julii	Cult of Augurs	3	5	150	Straight	Normal	Gluttony	Fortitude	Camarilla		Male									Depression	49							
Placeholder		Female	Puzzled	Mekhet	Senex	2	7	75	Straight	Normal	Sloth	Hope	Information		Female									No derangement	32							
Placeholder		Female	Rainy	Ventrue	Senex	7	2	100	Straight	Striking Looks 2	Envy	Justice	Investigation		Female									Melancholia	12							
Placeholder		Female	Subsequent	Gangrel	Cult of Augurs	1	3	150	Straight	Normal	Pride	Hope	Legio Mortuum		Female									No derangement	57							
Placeholder		Male	Just	Nosferatu	Legio Mortuum	2	4	50	Bisexual	Normal	Greed	Justice	Investigation		Male									No derangement	58							
Placeholder		Female	Cute	Daeva	Legio Mortuum	2	4	100	Straight	Normal	Greed	Justice	Merchants		Female									Depression	36							
Placeholder		Male	Near	Daeva	Peregrine Collegia	2	5	75	Straight	Normal	Pride	Temperance	Money		Male									No derangement	58							
Placeholder		Female	Sensible	Julii	Cult of Augurs	2	2	350	Bisexual	Striking Looks 2	Gluttony	Faith	Construction		Female									Irrationality	57							
Placeholder		Male	Handsome	Daeva	Senex	2	4	100	Straight	Normal	Envy	Prudence	Auspex		Male									Depression	29							
Placeholder		Female	Chilly	Ventrue	Peregrine Collegia	3	6	75	Straight	Striking Looks 2	Gluttony	Temperance	Peregrine Collegia		Female									No derangement	36							
Placeholder		Male	Dear	Ventrue	Peregrine Collegia	4	4	75	Bisexual	Normal	Lust	Fortitude	Artists		Male									No derangement	33							
Placeholder		Male	Fabulous	Mekhet	Cult of Augurs	1	5	75	Straight	Striking Looks 2	Sloth	Charity	Information		Male									No derangement	33							
Placeholder		Male	Open	Nosferatu	Peregrine Collegia	2	5	50	Bisexual	Normal	Lust	Temperance	Soldier Training		Male									Phobia	38							
Placeholder		Female	Elite	Gangrel	Legio Mortuum	2	2	75	Straight	Normal	Sloth	Temperance	Nosferatu		Female									Vocalization	31							
Placeholder		Female	Fragile	Nosferatu	Peregrine Collegia	2	3	50	Straight	Normal	Gluttony	Justice	Investigation		Female									No derangement	69							
Placeholder		Female	Madly	Julii	Senex	1	6	75	Bisexual	Normal	Sloth	Justice	Senex		Female									No derangement	32							
Placeholder		Male	Grateful	Gangrel	Peregrine Collegia	1	4	50	Straight	Striking Looks 4	Wrath	Temperance	Mercenary Work		Male									Hysteria	46							
Placeholder		Male	Gold	Daeva	Senex	4	6	75	Bisexual	Striking Looks 2	Greed	Charity	Mercenary Work		Male									No derangement	45							
Placeholder		Male	Cuddly	Gangrel	Legio Mortuum	5	5	75	Straight	Normal	Greed	Justice	Patricians		Male									No derangement	76							
Placeholder		Male	Overt	Daeva	Legio Mortuum	8	4	50	Straight	Striking Looks 2	Pride	Hope	Legio Mortuum		Male									No derangement	25							
Placeholder		Female	Compatible	Daeva	Cult of Augurs	3	4	100	Straight	Striking Looks 2	Sloth	Temperance	Curios		Female									Fixation	18							
Placeholder		Male	Fashionable	Mekhet	Legio Mortuum	2	2	100	Straight	Normal	Gluttony	Hope	Mercenary Work		Male									No derangement	48							
Placeholder		Female	Fascinating	Nosferatu	Peregrine Collegia	3	5	75	Bisexual	Normal	Wrath	Justice	Political And Financial Broker		Female									No derangement	63							
Placeholder		Female	Tangible	Ventrue	Cult of Augurs	3	4	50	Straight	Normal	Lust	Charity	Curios		Female									No derangement	20							
Placeholder		Female	Absent	Daeva	Legio Mortuum	2	4	50	Bisexual	Striking Looks 2	Greed	Faith	Information		Female									No derangement	20							
Placeholder		Female	Distorted	Gangrel	Legio Mortuum	2	4	150	Straight	Normal	Greed	Charity	Cult Of Augurs		Female									Inferiority Complex	20							
Placeholder		Male	Mere	Gangrel	Peregrine Collegia	2	5	150	Straight	Normal	Greed	Prudence	Ghouls		Male									No derangement	45							
Placeholder		Male	Alive	Daeva	Cult of Augurs	4	4	75	Straight	Normal	Gluttony	Justice	Curios		Male									Phobia	35							
Placeholder		Female	Funny	Nosferatu	Peregrine Collegia	2	4	100	Straight	Normal	Pride	Temperance	Mercenary Work		Female									Fixation	19							
Placeholder		Female	Friendly	Mekhet	Legio Mortuum	2	4	75	Straight	Normal	Greed	Faith	Artists		Female									No derangement	62							
Placeholder		Female	Truculent	Daeva	Senex	1	4	75	Gay	Normal	Greed	Hope	Soldier Training		Female									Avoidance	21							
Placeholder		Male	Scared	Ventrue	Legio Mortuum	1	5	75	Straight	Striking Looks 2	Gluttony	Faith	Tax Collectors		Male									No derangement	65							
Placeholder		Female	Feeble	Julii	Legio Mortuum	1	5	75	Straight	Normal	Gluttony	Faith	Investigation		Female									Megalomania	49							
Placeholder		Male	Amazing	Nosferatu	Senex	3	5	150	Straight	Striking Looks 4	Lust	Fortitude	Camarilla		Male									No derangement	26							
Placeholder		Female	Mere	Gangrel	Legio Mortuum	3	4	250	Straight	Normal	Wrath	Prudence	Ghouls		Female									No derangement	43							
Placeholder		Male	Maniacal	Mekhet	Senex	2	4	75	Straight	Normal	Greed	Charity	Nosferatu		Male									No derangement	78							
Placeholder		Female	Dependable	Daeva	Cult of Augurs	5	4	150	Straight	Striking Looks 2	Pride	Justice	Mercenary Work		Female									No derangement	20							
Placeholder		Male	Conscious	Daeva	Legio Mortuum	2	5	75	Bisexual	Striking Looks 2	Lust	Temperance	Ghouls		Male									No derangement	37							
Placeholder		Male	Worthy	Julii	Cult of Augurs	2	3	75	Straight	Striking Looks 2	Pride	Justice	Cult Of Augurs		Male									No derangement	58							
Placeholder		Male	Flaky	Julii	Senex	2	5	75	Straight	Striking Looks 4	Greed	Justice	Blood		Male									No derangement	44							
Placeholder		Female	Sympathetic	Nosferatu	Cult of Augurs	2	4	150	Gay	Normal	Lust	Charity	Ghouls		Female									No derangement	52							
Placeholder		Female	Angry	Gangrel	Peregrine Collegia	4	3	75	Straight	Normal	Lust	Charity	Merchants		Female									No derangement	18							
Placeholder		Male	Obese	Mekhet	Cult of Augurs	3	4	75	Straight	Normal	Wrath	Hope	Merchants		Male									No derangement	36							
Placeholder		Male	Ad Hoc	Julii	Legio Mortuum	2	4	100	Straight	Normal	Sloth	Hope	Information		Male									Fugue	61							
Placeholder		Male	Tenuous	Julii	Peregrine Collegia	2	2	75	Straight	Striking Looks 2	Envy	Temperance	Crime		Male									No derangement	29							
Placeholder		Female	Worldly	Julii	Senex	1	4	100	Straight	Normal	Envy	Fortitude	Neonates		Female									No derangement	44							
Placeholder		Female	Overt	Julii	Peregrine Collegia	4	3	75	Straight	Normal	Sloth	Hope	Tax Collectors		Female									No derangement	35							
Placeholder		Male	Freezing	Daeva	Cult of Augurs	2	5	150	Bisexual	Striking Looks 2	Lust	Faith	Human Religions		Male									Avoidance	34							
Placeholder		Male	Zippy	Daeva	Senex	4	2	75	Straight	Normal	Gluttony	Prudence	Human Religions		Male									No derangement	20							
Placeholder		Male	Tense	Daeva	Cult of Augurs	2	5	100	Bisexual	Normal	Sloth	Justice	Merchants		Male									No derangement	35							
Placeholder		Male	Hot	Nosferatu	Cult of Augurs	2	4	75	Straight	Striking Looks 4	Envy	Faith	Patricians		Male									Fixation	37							
Placeholder		Male	Short	Mekhet	Legio Mortuum	7	5	75	Straight	Striking Looks 4	Pride	Charity	Money		Male									Narcissism	51							
Placeholder		Male	Fair-minded	Daeva	Senex	1	5	75	Straight	Striking Looks 2	Envy	Justice	Auspex		Male									No derangement	80							
Placeholder		Male	Known	Daeva	Peregrine Collegia	2	4	75	Straight	Striking Looks 2	Wrath	Justice	Legio Mortuum		Male									No derangement	37							
Placeholder		Male	Complex	Mekhet	Legio Mortuum	5	4	50	Straight	Normal	Envy	Fortitude	Artists		Male									Hysteria	8							
Placeholder		Male	Wasteful	Daeva	Peregrine Collegia	2	5	500	Straight	Striking Looks 2	Gluttony	Temperance	Artists		Male									No derangement	18							
Placeholder		Female	Elfin	Julii	Cult of Augurs	2	3	75	Straight	Normal	Gluttony	Temperance	Camarilla		Female									No derangement	37							
Placeholder		Male	Exultant	Daeva	Cult of Augurs	2	4	75	Straight	Striking Looks 2	Envy	Fortitude	Human Religions		Male									Suspicion	28							
Placeholder		Female	Tasty	Daeva	Cult of Augurs	3	5	50	Straight	Striking Looks 2	Envy	Faith	Soldier Training		Female									No derangement	36							
Placeholder		Female	Political	Nosferatu	Senex	4	3	100	Bisexual	Normal	Gluttony	Temperance	Crime		Female									No derangement	64							
Placeholder		Male	Quiet	Gangrel	Legio Mortuum	4	1	50	Straight	Normal	Pride	Hope	Human Religions		Male									No derangement	28							
Placeholder		Female	Ecstatic	Julii	Legio Mortuum	3	6	250	Bisexual	Normal	Pride	Temperance	Exotic Imports And Slaves		Female									No derangement	23							
Placeholder		Female	Tenuous	Julii	Peregrine Collegia	3	3	75	Bisexual	Normal	Lust	Fortitude	Political And Financial Broker		Female									No derangement	24							
Placeholder		Female	Damp	Daeva	Cult of Augurs	1	3	100	Straight	Striking Looks 2	Gluttony	Faith	Neonates		Female									No derangement	49							
Placeholder		Male	Berserk	Mekhet	Legio Mortuum	1	4	75	Straight	Normal	Wrath	Justice	Construction		Male									Irrationality	41							
Placeholder		Male	Imperfect	Gangrel	Peregrine Collegia	2	4	100	Straight	Striking Looks 2	Lust	Fortitude	Peregrine Collegia		Male									No derangement	42							
Placeholder		Female	Angry	Mekhet	Legio Mortuum	2	5	150	Bisexual	Normal	Envy	Hope	Entertainment		Female									Narcissism	36							
Placeholder		Male	Glib	Mekhet	Peregrine Collegia	3	4	100	Straight	Normal	Pride	Temperance	Nosferatu		Male									No derangement	33							
Placeholder		Female	Dependent	Daeva	Senex	2	1	75	Straight	Striking Looks 2	Greed	Faith	Lore		Female									No derangement	52							
Placeholder		Male	Bitter	Mekhet	Cult of Augurs	2	6	75	Gay	Striking Looks 2	Envy	Temperance	Soldier Training		Male									Anxiety	32							
Placeholder		Female	Witty	Daeva	Peregrine Collegia	4	5	75	Straight	Striking Looks 2	Lust	Charity	Crime		Female									No derangement	36							
Placeholder		Male	Private	Daeva	Senex	2	6	50	Bisexual	Striking Looks 4	Wrath	Faith	Lore		Male									Irrationality	28							
Placeholder		Female	Big-hearted	Daeva	Senex	5	3	75	Bisexual	Normal	Greed	Justice	Information		Female									Phobia	54							
Placeholder		Female	Obsolete	Daeva	Senex	3	6	100	Straight	Striking Looks 2	Wrath	Fortitude	Entertainment		Female									No derangement	37							
Placeholder		Male	Brilliant	Nosferatu	Cult of Augurs	2	5	100	Straight	Normal	Envy	Faith	Crime		Male									Obsessive Compulsion	25							
Placeholder		Female	Mature	Ventrue	Peregrine Collegia	1	4	100	Bisexual	Normal	Pride	Fortitude	Artists		Female									No derangement	35							
Placeholder		Female	Diligent	Ventrue	Cult of Augurs	2	5	75	Straight	Normal	Greed	Temperance	Legio Mortuum		Female									No derangement	29							
Placeholder		Female	Luxuriant	Nosferatu	Legio Mortuum	2	1	50	Straight	Normal	Gluttony	Temperance	Political And Financial Broker		Female									No derangement	20							
Placeholder		Female	Sassy	Nosferatu	Cult of Augurs	2	3	50	Straight	Normal	Greed	Justice	Neonates		Female									No derangement	31							
Placeholder		Male	Terrible	Nosferatu	Senex	5	6	150	Straight	Normal	Sloth	Fortitude	Crime		Male									Vocalization	35							
Placeholder		Female	Literate	Gangrel	Cult of Augurs	4	3	150	Gay	Normal	Envy	Justice	Warfare Training		Female									Inferiority Complex	36							
Placeholder		Male	Genial	Mekhet	Peregrine Collegia	3	5	75	Bisexual	Normal	Envy	Temperance	Construction		Male									No derangement	22							
Placeholder		Female	Threatening	Ventrue	Cult of Augurs	3	4	250	Straight	Normal	Greed	Temperance	Curios		Female									No derangement	49							
Placeholder		Female	Clammy	Daeva	Senex	2	2	75	Straight	Striking Looks 2	Envy	Hope	Camarilla		Female									No derangement	53							
Placeholder		Female	Actually	Julii	Legio Mortuum	2	4	75	Straight	Normal	Sloth	Temperance	Human Religions		Female									No derangement	53							
Placeholder		Female	Exuberant	Gangrel	Cult of Augurs	5	5	150	Straight	Normal	Gluttony	Charity	Mercenary Work		Female									Suspicion	26							
Placeholder		Female	Ajar	Nosferatu	Cult of Augurs	2	4	50	Straight	Normal	Envy	Fortitude	Auguries		Female									No derangement	34							
Placeholder		Female	Mysterious	Ventrue	Peregrine Collegia	2	5	50	Gay	Normal	Sloth	Temperance	Senex		Female									No derangement	29							
Placeholder		Female	Opposite	Mekhet	Peregrine Collegia	1	5	50	Straight	Normal	Lust	Faith	Kine		Female									No derangement	23							
Placeholder		Male	Marked	Ventrue	Legio Mortuum	3	3	75	Gay	Normal	Lust	Faith	Entertainment		Male									No derangement	25							
Placeholder		Female	Forgetful	Nosferatu	Peregrine Collegia	3	4	100	Straight	Normal	Pride	Prudence	Legio Mortuum		Female									No derangement	56							
Placeholder		Male	Undesirable	Mekhet	Senex	1	6	75	Bisexual	Normal	Lust	Faith	Tax Collectors		Male									No derangement	22							
Placeholder		Male	Mild	Nosferatu	Legio Mortuum	3	6	75	Straight	Normal	Gluttony	Hope	Senex		Male									No derangement	60							
Placeholder		Female	Gleaming	Mekhet	Legio Mortuum	1	3	50	Straight	Striking Looks 4	Wrath	Hope	Investigation		Female									Narcissism	54							
Placeholder		Male	Well-groomed	Julii	Senex	2	2	100	Straight	Normal	Wrath	Charity	Lore		Male									No derangement	19							
Placeholder		Male	Zealous	Julii	Legio Mortuum	1	3	75	Gay	Striking Looks 2	Gluttony	Charity	Exotic Imports And Slaves		Male									No derangement	31							
Placeholder		Male	Elegant	Daeva	Legio Mortuum	4	5	75	Straight	Striking Looks 2	Envy	Temperance	Property		Male									Suspicion	64							
Placeholder		Female	Ashamed	Gangrel	Peregrine Collegia	3	1	700	Bisexual	Normal	Greed	Justice	Tax Collectors		Female									No derangement	8							
Placeholder		Female	Typical	Ventrue	Cult of Augurs	4	5	75	Straight	Normal	Sloth	Hope	Blood		Female									No derangement	45							
Placeholder		Female	High-pitched	Ventrue	Peregrine Collegia	3	6	75	Straight	Normal	Lust	Hope	Mercenary Work		Female									Depression	22							
Placeholder		Male	Incredible	Mekhet	Senex	2	3	75	Straight	Normal	Lust	Faith	Auspex		Male									No derangement	53							
Placeholder		Female	Honorable	Daeva	Senex	1	2	75	Straight	Normal	Envy	Faith	Peregrine Collegia		Female									Irrationality	38							
Placeholder		Male	Smart	Daeva	Peregrine Collegia	3	5	75	Straight	Normal	Sloth	Fortitude	Mercenary Work		Male									Obsessive Compulsion	43							
Placeholder		Female	Evasive	Julii	Legio Mortuum	5	2	75	Straight	Normal	Lust	Hope	Curios		Female									No derangement	21							
Placeholder		Male	Considerate	Ventrue	Peregrine Collegia	2	5	100	Straight	Normal	Gluttony	Faith	Soldier Training		Male									No derangement	16							
Placeholder		Male	Bountiful	Gangrel	Legio Mortuum	1	2	100	Straight	Normal	Lust	Temperance	Human Religions		Male									No derangement	24							
Placeholder		Female	Windy	Gangrel	Legio Mortuum	1	5	50	Bisexual	Normal	Envy	Justice	Political And Financial Broker		Female									No derangement	28							
Placeholder		Female	Pointless	Daeva	Legio Mortuum	2	3	75	Straight	Normal	Lust	Justice	Crime		Female									No derangement	33							
Placeholder		Male	Tangible	Mekhet	Senex	2	6	75	Straight	Normal	Greed	Temperance	Money		Male									No derangement	19							
Placeholder		Male	Parsimonious	Julii	Legio Mortuum	1	6	75	Straight	Normal	Gluttony	Hope	Honorius		Male									No derangement	24							
Placeholder		Female	Magnetic	Gangrel	Peregrine Collegia	4	5	50	Straight	Normal	Sloth	Faith	Blood		Female									No derangement	67							
Placeholder		Female	Tedious	Ventrue	Legio Mortuum	3	4	75	Straight	Normal	Gluttony	Charity	Merchants		Female									No derangement	18							
Placeholder		Female	Influential	Ventrue	Legio Mortuum	3	3	50	Straight	Striking Looks 2	Greed	Hope	Camarilla		Female									Phobia	42							
Placeholder		Female	Grumpy	Daeva	Cult of Augurs	1	5	75	Straight	Normal	Lust	Charity	Auspex		Female									No derangement	38							
Placeholder		Female	Evil	Daeva	Legio Mortuum	2	5	75	Bisexual	Striking Looks 2	Sloth	Temperance	Legio Mortuum		Female									Vocalization	20							
Placeholder		Female	Proud	Nosferatu	Legio Mortuum	1	6	100	Bisexual	Normal	Gluttony	Fortitude	Tax Collectors		Female									No derangement	49							
Placeholder		Male	Kind-hearted	Nosferatu	Legio Mortuum	3	4	50	Straight	Normal	Greed	Charity	Merchants		Male									No derangement	40							
Placeholder		Female	Historical	Nosferatu	Peregrine Collegia	4	5	75	Gay	Normal	Envy	Justice	Auguries		Female									Irrationality	40							
Placeholder		Male	Autonomous	Mekhet	Cult of Augurs	2	4	75	Gay	Normal	Greed	Fortitude	Artists		Male									No derangement	39							
Placeholder		Female	Unwritten	Daeva	Senex	2	4	100	Straight	Normal	Wrath	Justice	Honorius		Female									No derangement	34							
Placeholder		Male	Hurried	Gangrel	Cult of Augurs	1	5	75	Gay	Normal	Envy	Charity	Human Religions		Male									Vocalization	41							
Placeholder		Male	Sleepy	Gangrel	Legio Mortuum	3	4	75	Straight	Normal	Lust	Faith	Peregrine Collegia		Male									No derangement	19							
Placeholder		Female	Tangible	Daeva	Peregrine Collegia	1	4	50	Straight	Normal	Greed	Temperance	Senex		Female									Suspicion	33							
Placeholder		Female	Even	Mekhet	Legio Mortuum	1	4	75	Gay	Normal	Pride	Justice	Honorius		Female									No derangement	76							
Placeholder		Male	Repulsive	Nosferatu	Cult of Augurs	2	4	250	Straight	Normal	Wrath	Charity	Entertainment		Male									No derangement	35							
Placeholder		Male	Sordid	Daeva	Cult of Augurs	4	3	150	Straight	Normal	Greed	Temperance	Peregrine Collegia		Male									No derangement	31							
Placeholder		Female	Possible	Gangrel	Cult of Augurs	2	4	100	Bisexual	Normal	Lust	Fortitude	Trade		Female									Vocalization	44							
Placeholder		Female	Towering	Mekhet	Legio Mortuum	2	5	700	Straight	Normal	Sloth	Hope	Trade		Female									No derangement	17							
Placeholder		Male	Homely	Mekhet	Legio Mortuum	2	1	75	Straight	Normal	Wrath	Justice	Auspex		Male									No derangement	50							
Placeholder		Female	Festive	Daeva	Legio Mortuum	2	2	100	Straight	Normal	Greed	Justice	Exotic Imports And Slaves		Female									Inferiority Complex	22							
Placeholder		Male	Foregoing	Ventrue	Peregrine Collegia	1	3	50	Straight	Normal	Lust	Faith	Lore		Male									Vocalization	23							
Placeholder		Male	Puny	Daeva	Legio Mortuum	6	6	50	Straight	Striking Looks 2	Lust	Hope	Neonates		Male									No derangement	36							
Placeholder		Male	Courteous	Daeva	Senex	4	4	75	Gay	Striking Looks 2	Envy	Charity	Construction		Male									No derangement	26							
Placeholder		Male	Entertaining	Mekhet	Senex	1	7	75	Straight	Normal	Greed	Prudence	Exotic Imports And Slaves		Male									No derangement	27							
Placeholder		Male	Magnetic	Julii	Cult of Augurs	6	4	700	Bisexual	Normal	Greed	Fortitude	Cult Of Augurs		Male									Suspicion	31							
Placeholder		Female	Diligent	Julii	Cult of Augurs	2	3	250	Straight	Striking Looks 2	Lust	Faith	Blood		Female									No derangement	23							
Placeholder		Female	Imminent	Mekhet	Legio Mortuum	1	4	100	Straight	Normal	Gluttony	Charity	Investigation		Female									No derangement	26							
Placeholder		Male	Languid	Mekhet	Senex	1	5	100	Bisexual	Normal	Sloth	Fortitude	Cult Of Augurs		Male									Fugue	19							
Placeholder		Female	Hospitable	Nosferatu	Cult of Augurs	4	4	100	Straight	Normal	Sloth	Fortitude	Exotic Imports And Slaves		Female									No derangement	74							
Placeholder		Female	Grumpy	Gangrel	Peregrine Collegia	2	6	100	Straight	Normal	Lust	Prudence	Lore		Female									No derangement	33							
